Subject,Accuracy_Variance,Kappa_Variance,Mean_Accuracy_Orig,Mean_Accuracy_TTA,Mean_Kappa,Epsilon,Aug_Count
1,8.560059818107278e-05,0.00015225167581244057,0.9359430604982208,0.9074792243767312,0.8766327395821409,0.4,"[20, 20, 20, 20]"
2,8.33950996735872e-05,0.0001483618282316063,0.7561837455830389,0.7159779614325069,0.6213637239530619,0.4,"[20, 20, 20, 20]"
3,4.8507286347249326e-05,8.630936946153481e-05,0.9816849816849815,0.9614730878186968,0.9486189916257255,0.4,"[20, 20, 20, 20]"
4,0.00011255879762373246,0.00020134154660471682,0.8903508771929826,0.8678571428571429,0.823542123102466,0.4,"[20, 20, 20, 20]"
5,0.00011967133779404932,0.00021242030783304047,0.8007246376811594,0.7879213483146067,0.7174762920884719,0.4,"[20, 20, 20, 20]"
6,0.00028663538574483693,0.0005084823594729002,0.786046511627907,0.7542372881355932,0.6723995369159427,0.4,"[20, 20, 20, 20]"
7,5.0913611632017e-05,9.027794420547603e-05,0.9711191335740071,0.8588235294117647,0.8117164170286525,0.4,"[20, 20, 20, 20]"
8,3.0302784338871536e-05,5.3947681045516576e-05,0.8892988929889297,0.8854700854700855,0.8472403484306726,0.4,"[20, 20, 20, 20]"
9,0.00015783681870079893,0.000280622845404804,0.928030303030303,0.9061046511627907,0.8747900925969552,0.4,"[20, 20, 20, 20]"
